Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,Dressing room,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Heat pump,Garden,Garden orientation,Conformity certification for fuel tanks, 40,50.83,4.45,Garden surface,Width of the lot on the street, 1,50.52,5.24,E-level (overall energy performance),Professional space,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Type of building,Obligation to build,How many fireplaces?,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19,Bedroom 5 surface,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 30,51.21,4.25,,50.72,4.51
9091312,"€245,000",245000€,null,null,null,null,null,null,null,null,null,null,null,null,null,To be defined,,"place miroir, basilique de koekelberg, metro 2, 6",2014,1,3,As new,2,1,"Living area (residential, urban or rural)",71m²square meters,25m²square meters,Hyper equipped,10m²square meters,1,15m²square meters,,1,1,,No,8m²square meters,Yes,,Yes,Yes,No,68kWh/m²kilowatt hour per square meters,B,494448-N-1-39-2-2,14 kg CO₂/m²,Not specified,,Gas,,Yes,Yes,Yes,,,,,"€ 245,000245000 €",,No,,,,,,8m²square meters,,,,,,,Yes,,Yes,,,Yes,,,North East,,Yes,,,,,,,Yes,Yes,No,,,,,,,"Yes, conform",,,,,,,,,45,Yes,Yes,No,No,Yes,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303319,"€259,000",259000€,null,null,null,null,null,null,null,null,null,null,null,null,null,Immediately,,Madou Botanique,1950,3,3,Just renovated,2,,"Living area (residential, urban or rural)",75m²square meters,22m²square meters,USA hyper equipped,10m²square meters,2,27m²square meters,12m²square meters,1,1,,No,,No,No,Yes,Yes,No,237kWh/m²kilowatt hour per square meters,E,20220201-0000604654-01-8,12 kg CO₂/m²,Not specified,,Gas,No,Yes,Yes,Yes,,No,Non flood zone,,"€ 259,000259000 €",,No,,,,5 m,,,,,,,,,Yes,,Yes,,,No,,Yes,,No,No,,,,,,,No,No,Yes,,,,No,,,,,,,,,,,,237,No,No,No,No,Yes,No,Apartment building,,,,,,,27m²square meters,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109928,"€265,000",265000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,May 1 2025 - 12:00 AM,,2025,1,6,As new,4,,Countryside,65m²square meters,,Hyper equipped,,1,14m²square meters,,1,1,,,6m²square meters,Yes,Yes,,,No,44kWh/m²kilowatt hour per square meters,A,Not specified,44 kg CO₂/m²,Not specified,,Gas,,,,,,,,,"€ 265,000265000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4928562,,,,,,,,,,,1,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126217,"€269,000",269000€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Avenue Reine Astrid 215,null,null,null,null,50.72,4.41,At delivery,December 31 2022 - 12:00 AM,2 - Brabant Wallon,2022,1,4,As new,2,12,Urban,82m²square meters,37m²square meters,USA hyper equipped,,1,20m²square meters,,1,1,Yes,No,18m²square meters,Yes,Yes,,Yes,No,93kWh/m²kilowatt hour per square meters,B,1,23 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 269,000269000 €",,No,Avenue Reine Astrid 2151410- Waterloo,http://www.latouretpetit.be,4936954,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067351,"€295,000",295000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,At delivery,June 30 2024 - 12:00 AM,Projets Bruxelles Sud,2022,2,2,As new,2,,Isolated,48m²square meters,,USA hyper equipped,,,,,,1,,No,,Yes,Yes,,Yes,No,46kWh/m²kilowatt hour per square meters,A,B,Not specified,Not specified,"Yes, conform",Gas,,Yes,,,,,Non flood zone,,"€ 295,000295000 €",,No,Chaussée de Waterloo 13821180- Uccle,,4866561,,,,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126219,"€299,000",299000€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Avenue Reine Astrid 215,null,null,null,null,50.72,4.41,At delivery,December 31 2022 - 12:00 AM,2 - Brabant Wallon,2022,3,4,As new,2,12,Urban,82m²square meters,37m²square meters,USA hyper equipped,,1,20m²square meters,,1,1,Yes,No,18m²square meters,Yes,Yes,,Yes,No,93kWh/m²kilowatt hour per square meters,B,1,23 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 299,000299000 €",,No,Avenue Reine Astrid 2151410- Waterloo,http://www.latouretpetit.be,4937055,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107224,"€312,000",312000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,February 1 2025 - 12:00 AM,Bruxelles-Nord,2025,1,5,As new,4,40,Urban,90m²square meters,,USA installed,,2,145m²square meters,10m²square meters,1,1,,,6m²square meters,Yes,Yes,,,No,40kWh/m²kilowatt hour per square meters,A,Not specified,40 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,,"€ 312,000312000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4928553,,,,,,,,,Link to the virtual visit,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107510,"€325,000",325000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,February 1 2025 - 12:00 AM,,2025,1,6,As new,4,,Isolated,92m²square meters,,Hyper equipped,,2,13m²square meters,10m²square meters,1,2,Yes,,7m²square meters,Yes,Yes,,,No,33kWh/m²kilowatt hour per square meters,A,Not specified,33 kg CO₂/m²,Not specified,,Gas,,,,,,,,,"€ 325,000325000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4928653,,,,,,,,,,,1,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090813,"€328,500",328500€,Belgium,null,Namur,Namur,Wierde,5100,Rue Fort d'Andoy 5,null,null,null,null,50.44,4.92,Immediately,,Namur,2020,2,3,As new,,3,"Living area (residential, urban or rural)",97m²square meters,,Not installed,,3,,,2,2,,No,11m²square meters,Yes,Yes,,Yes,,92kWh/m²kilowatt hour per square meters,B,20200318502149,Not specified,8878 kWh/year,,Gas,,Yes,Yes,,,,,"Living area (residential, urban or rural)","€ 328,500328500 €",,No,Rue Fort d'Andoy 55100- Wierde,https://www.thomas-piron.eu/appartements,4899086,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109927,"€358,000",358000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,March 1 2025 - 12:00 AM,,2025,4,6,As new,4,,Isolated,96m²square meters,,Hyper equipped,,2,14m²square meters,10m²square meters,1,2,Yes,,7m²square meters,Yes,Yes,,,No,44kWh/m²kilowatt hour per square meters,A,Not specified,44 kg CO₂/m²,Not specified,,Gas,,,,,,,,,"€ 358,000358000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4928561,,,,,,,,,,,2,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008399,"€375,000",375000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,After signing the deed,July 1 2023 - 12:00 AM,Projets Bruxelles Centre,2021,2,4,As new,2,,Urban,71m²square meters,,USA hyper equipped,,1,17m²square meters,,1,1,,,,Yes,No,,,No,46kWh/m²kilowatt hour per square meters,A,B -,Not specified,Not specified,"Yes, conform",Gas,,Yes,,,,,Non flood zone,,"€ 375,000375000 €",,No,Chaussée de Waterloo 13821180- Uccle,,4804963,,,,,,,,,,,1,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126205,"€375,000",375000€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Avenue Reine Astrid 215,null,null,null,null,50.72,4.41,After signing the deed,August 12 2022 - 12:00 AM,,2017,2,2,As new,,35,Isolated,108m²square meters,37m²square meters,USA hyper equipped,,2,24m²square meters,11m²square meters,1,2,Yes,,11m²square meters,Yes,Yes,,Yes,No,169kWh/m²kilowatt hour per square meters,B,Not specified,100 kg CO₂/m²,Not specified,,Gas,,,,,,,Non flood zone,,"€ 375,000375000 €",,No,Avenue Reine Astrid 2151410- Waterloo,http://www.latouretpetit.be,4936335,,40,,,,,,,,,1,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098821,"€379,000",379000€,Belgium,null,Brussels,Brussels,Ixelles,1050,Avenue Louise 231,null,null,null,null,50.83,4.37,After signing the deed,July 1 2022 - 12:00 AM,bruxelles,2022,3,3,As new,3,11,Isolated,110m²square meters,45m²square meters,Hyper equipped,15m²square meters,3,16m²square meters,14m²square meters,1,2,Yes,No,10m²square meters,Yes,Yes,,Yes,No,39.3kWh/m²kilowatt hour per square meters,A,Not specified,6 kg CO₂/m²,Not specified,"Yes, conform",Gas,,Yes,,No,No,,Non flood zone,Residential park,"€ 379,000379000 €",,No,Avenue Louise 2311050- Ixelles,http://www.fierceimmo.com,4904776,40 m,11,,,,,,,,,2,Yes,,,Yes,,,,,,,1000m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126204,"€385,000",385000€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Avenue Reine Astrid 215,null,null,null,null,50.72,4.41,After signing the deed,August 12 2022 - 12:00 AM,,2017,2,2,As new,,35,Isolated,114m²square meters,53m²square meters,USA hyper equipped,,2,18m²square meters,17m²square meters,1,2,Yes,,4m²square meters,Yes,Yes,,Yes,No,170kWh/m²kilowatt hour per square meters,B,Not specified,96 kg CO₂/m²,Not specified,,Gas,,,,,,,Non flood zone,,"€ 385,000385000 €",,No,Avenue Reine Astrid 2151410- Waterloo,http://www.latouretpetit.be,4936326,,40,,,,,,,,,1,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107226,"€394,000",394000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,February 1 2025 - 12:00 AM,,2025,5,5,As new,4,23,Isolated,96m²square meters,,USA installed,,2,15m²square meters,11m²square meters,2,2,Yes,No,10m²square meters,Yes,Yes,,,No,44kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,Gas,,,,,,,,,"€ 394,000394000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4928558,,,,,,,,,Link to the virtual visit,,2,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890718,"€395,000",395000€,Belgium,null,Brussels,Brussels,Uccle,1180,Avenue Ren\\u00e9 Gobert 26,null,null,null,null,50.81,4.37,After signing the deed,,OBSERVATOIRE - BOIS DE LA CAMBRE,2017,4,6,As new,2,,"Living area (residential, urban or rural)",70m²square meters,32m²square meters,Hyper equipped,12m²square meters,1,15m²square meters,,1,1,,No,9m²square meters,Yes,Yes,Yes,Yes,,56kWh/m²kilowatt hour per square meters,B,608794N13932,11 kg CO₂/m²,Not specified,,Gas,,,Yes,No,No,No,,Residential area with cultural historical aesthetic value,"€ 395,000395000 €",,No,Avenue René Gobert 261180- Uccle,,,12 m,,,€ 9090 €,,,,,,Yes,,,Cédric Mathonnet,,Yes,Domaine de l'Observatoire,,South,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9960703,"€430,000",430000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,September 30 2022 - 12:00 AM,,2022,3,3,As new,4,2,"Living area (residential, urban or rural)",126m²square meters,,USA installed,,3,12m²square meters,9m²square meters,1,1,Yes,,69m²square meters,Yes,Yes,,Yes,No,55kWh/m²kilowatt hour per square meters,A,Not specified,30 kg CO₂/m²,Not specified,,Gas,,Yes,Yes,Yes,No,,Non flood zone,,"€ 430,000430000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4796065,,,,,,,,,,,1,,,9m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126213,"€445,000",445000€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Avenue Reine Astrid 215,null,null,null,null,50.72,4.41,After signing the deed,March 4 2021 - 12:00 AM,2 - Brabant Wallon,2014,3,3,As new,2,1,Urban,124m²square meters,50m²square meters,Not installed,,3,15m²square meters,14m²square meters,2,2,,,15m²square meters,Yes,Yes,,Yes,No,109kWh/m²kilowatt hour per square meters,B,1,20 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,,"€ 445,000445000 €",,No,Avenue Reine Astrid 2151410- Waterloo,http://www.latouretpetit.be,4936446,,1,,,,,,,,,1,Yes,,12m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9978881,"€450,000",450000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,After signing the deed,July 1 2023 - 12:00 AM,Projets Bruxelles Centre,2022,1,4,As new,3,,Urban,97m²square meters,44m²square meters,USA hyper equipped,,2,14m²square meters,10m²square meters,1,1,,,6m²square meters,Yes,No,,,No,46kWh/m²kilowatt hour per square meters,A,B-,Not specified,Not specified,"Yes, conform",Gas,,Yes,,,,,Non flood zone,,"€ 450,000450000 €",,No,Chaussée de Waterloo 13821180- Uccle,,4805088,,,,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10062944,"€450,000",450000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Kraainem,1950,Avenue Baron Albert d'Huart 130,null,null,null,null,50.84,4.47,After signing the deed,,1 - Bruxelles Centre,2020,3,3,As new,3,21,Urban,148m²square meters,65m²square meters,USA hyper equipped,,3,16m²square meters,14m²square meters,2,2,Yes,No,33m²square meters,Yes,Yes,,Yes,No,82kWh/m²kilowatt hour per square meters,B,1,23 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,,"€ 450,000450000 €",,No,Avenue Baron Albert d'Huart 1301950- Kraainem,http://www.latouretpetit.be,4870073,,21,,,,,,,,Yes,,,,11m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109929,"€482,000",482000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,March 1 2025 - 12:00 AM,,2025,6,6,As new,4,,Isolated,126m²square meters,,Hyper equipped,,3,14m²square meters,12m²square meters,2,2,Yes,,13m²square meters,Yes,Yes,,,No,44kWh/m²kilowatt hour per square meters,A,Not specified,44 kg CO₂/m²,Not specified,,Gas,,,,,,,,,"€ 482,000482000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4928566,,,,,,,,,,,1,,,9m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125915,"€495,000",495000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Kraainem,1950,Avenue Baron Albert d'Huart 130,null,null,null,null,50.84,4.47,At delivery,August 31 2023 - 12:00 AM,1 - Bruxelles Est,2022,15,15,As new,2,1,Urban,125m²square meters,54m²square meters,USA hyper equipped,,2,17m²square meters,11m²square meters,2,3,Yes,No,21m²square meters,Yes,Yes,,Yes,No,57kWh/m²kilowatt hour per square meters,B,B,20 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 495,000495000 €",,No,Avenue Baron Albert d'Huart 1301950- Kraainem,http://www.latouretpetit.be,4936390,,,,,,,,,,Yes,2,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910182,"€515,000",515000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,February 15 2022 - 12:00 AM,,2022,1,7,As new,,,Urban,132m²square meters,,USA hyper equipped,,3,15m²square meters,12m²square meters,2,2,Yes,No,15m²square meters,Yes,Yes,,Yes,No,20kWh/m²kilowatt hour per square meters,A,Not specified,3 kg CO₂/m²,Not specified,,Gas,Yes,Yes,,,,,,,"€ 515,000515000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4758899,,,,,,,,,,,2,,,10m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132395,"€520,000",520000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Kraainem,1950,Avenue Baron Albert d'Huart 130,null,null,null,null,50.84,4.47,At delivery,August 31 2023 - 12:00 AM,1 - Bruxelles Est,2022,15,15,As new,2,1,Urban,119m²square meters,39m²square meters,USA hyper equipped,,3,14m²square meters,11m²square meters,2,2,Yes,No,12m²square meters,Yes,Yes,,Yes,No,52kWh/m²kilowatt hour per square meters,B,B,20 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 520,000520000 €",,No,Avenue Baron Albert d'Huart 1301950- Kraainem,http://www.latouretpetit.be,4957541,,,,,,,,,,Yes,2,,,11m²square meters,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908113,"€525,000",525000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,February 15 2022 - 12:00 AM,,2022,1,7,As new,,,Urban,132m²square meters,,USA hyper equipped,,3,15m²square meters,12m²square meters,2,2,Yes,No,15m²square meters,Yes,Yes,,Yes,No,20kWh/m²kilowatt hour per square meters,A,Not specified,3 kg CO₂/m²,Not specified,,Gas,Yes,Yes,,,,,,,"€ 525,000525000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4758948,,,,,,,,,,,2,,,10m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910183,"€540,000",540000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,February 15 2022 - 12:00 AM,,2022,3,7,As new,,,Urban,132m²square meters,,USA hyper equipped,,3,15m²square meters,12m²square meters,2,2,Yes,No,15m²square meters,Yes,Yes,,Yes,No,20kWh/m²kilowatt hour per square meters,A,Not specified,3 kg CO₂/m²,Not specified,,Gas,Yes,Yes,,,,,,,"€ 540,000540000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4758954,,,,,,,,,,,2,,,10m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098822,"€559,000",559000€,Belgium,null,Brussels,Brussels,Ixelles,1050,Avenue Louise 231,null,null,null,null,50.83,4.37,After signing the deed,July 1 2022 - 12:00 AM,bruxelles,2022,3,3,As new,3,11,Isolated,186m²square meters,70m²square meters,USA hyper equipped,,3,15m²square meters,14m²square meters,2,2,Yes,No,6m²square meters,Yes,No,,Yes,No,36.68kWh/m²kilowatt hour per square meters,A,Not specified,6 kg CO₂/m²,Not specified,"Yes, conform",Gas,,Yes,,No,No,,Non flood zone,Residential park,"€ 559,000559000 €",,No,Avenue Louise 2311050- Ixelles,http://www.fierceimmo.com,4904777,40 m,11,,,,,,,,,2,Yes,,12m²square meters,Yes,,,,,,,1000m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908132,"€560,000",560000€,Belgium,null,Brussels,Brussels,Auderghem,1160,Place Communale 8,null,null,null,null,50.82,4.43,At delivery,February 15 2022 - 12:00 AM,,2022,5,7,As new,,,Urban,132m²square meters,,USA hyper equipped,,3,15m²square meters,12m²square meters,2,2,Yes,No,15m²square meters,Yes,Yes,,Yes,No,20kWh/m²kilowatt hour per square meters,A,Not specified,3 kg CO₂/m²,Not specified,,Gas,Yes,Yes,,,,,,,"€ 560,000560000 €",,No,Place Communale 81160- Auderghem,http://www.weinvest.be,4758957,,,,,,,,,,,2,,,10m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988601,"€570,000",570000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,At delivery,September 1 2023 - 12:00 AM,Bruxelles Est,2023,3,7,As new,2,,Isolated,120m²square meters,57m²square meters,USA hyper equipped,,2,14m²square meters,9m²square meters,1,2,Yes,,10m²square meters,Yes,Yes,,Yes,No,55kWh/m²kilowatt hour per square meters,B,B,Not specified,Not specified,"Yes, conform",Gas,,Yes,,,,,Non flood zone,,"€ 570,000570000 €",,No,Chaussée de Waterloo 13821180- Uccle,,4809756,,1,,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162186,"€455,500",455500€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,,2,As new,3,1,"Living area (residential, urban or rural)",140m²square meters,,Hyper equipped,,3,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 455,500455500 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162185,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,"Living area (residential, urban or rural)",114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
