Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,E-level (overall energy performance),Heat pump,Photovoltaic solar panels,Surface of the plot,Width of the lot on the street,"Gas, water & electricity",Garden surface,Garden orientation,Conformity certification for fuel tanks,Dressing room,Professional space,Connection to sewer network,Jacuzzi,Sauna,Type of building,How many fireplaces?,Garden, 1,50.52,5.24,Air conditioning,Internet,Obligation to build,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Bedroom 5 surface, 69,50.46,3.96, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19, 15,50.8,5.34, 30,51.21,4.25, 9,50.81,4.43, 273,50.67,5.25,,50.72,4.51, 92,50.73, 2, 390 bus 001,51.04,3.71, 21, 518,50.79,4.49, 40,50.83,4.45, 22,3.12, 3 ,Sea view, 38,50.63,5.56, 24,50.93,4.37, ,50.82,50.74,3.6, 16,49.68,5.81,EPC description, 27,4.58, 11,4.35,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 3,4.95,Maximum duration of annuity, Place Sabatier,50.41,4.38,26,50.7,5.65,4.04,Age of annuitants, 171,49.85,5.45, Chauss\\u00e9e de Lille,50.6,3.37, 10A,50.77,4.34, 21C,50.92,4.64, 277,4.39, 238, 37-39, 33,51.27,3.03, 690,108 b21,50.86,4.31
10147484,"€299,000",299000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Dworp,1653,Alsembergsesteenweg 660,null,null,null,null,50.73,4.3,After signing the deed,,,1930,,,To be done up,2,1,,120m²square meters,30m²square meters,Semi equipped,16m²square meters,3,18m²square meters,16m²square meters,1,1,Yes,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,,Yes,,,,,,,"€ 299,000299000 €",€ 701701 €,No,Alsembergsesteenweg 6601653- Dworp,http://www.multimmo.be,7782 - 3611,,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,270m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146813,"€479,000",479000€,Belgium,null,West Flanders,Brugge,Brugge,8000,Noordzandstraat 66,null,null,null,null,51.21,3.22,After signing the deed,,,1984,,,,4,2,"Living area (residential, urban or rural)",196m²square meters,,Installed,,3,,,1,2,,No,,No,No,Yes,No,No,438kWh/m²kilowatt hour per square meters,E,2574650,Not specified,Not specified,No,,,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 479,000479000 €",€ 989989 €,No,Noordzandstraat 668000- Brugge,http://www.huysnoord.be,spir1186,12.8 m,1,,,,,,,,,1,No,,,,,Yes,,No,,Yes,120m²square meters,,,,,No,No,,No,,884m²square meters,21 mmeters,,680m²square meters,South West,No,Yes,,,,,,1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147563,"€599,000",599000€,Belgium,null,Li\\u00e8ge,Huy,Nandrin,4550,Route du Condroz 151,null,null,null,null,50.51,5.4,After signing the deed,,,2012,,,Good,4,,,150m²square meters,37m²square meters,Semi equipped,,4,,,1,2,,No,70m²square meters,,,,,Yes,57kWh/m²kilowatt hour per square meters,A,20221010013650,16 kg CO₂/m²,8457 kWh/year,No,,,Yes,,,,,,,"€ 599,000599000 €","€ 1,2601260 €",No,Route du Condroz 1514550- Nandrin,http://www.immo-bertrand.be,3061 - 2508,16 m,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,2885m²square meters,35 mmeters,Yes,2200m²square meters,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151872,Make,199000€,Belgium,null,Hainaut,Charleroi,Pont-\\u00e0-Celles,6230,Place Communale 18,null,null,null,null,50.51,4.36,After signing the deed,,,,,,Good,2,,Isolated,111m²square meters,18m²square meters,Installed,27m²square meters,2,22m²square meters,17m²square meters,1,2,,No,20m²square meters,No,No,Yes,,No,289kWh/m²kilowatt hour per square meters,D,20221002003484,53 kg CO₂/m²,34980 kWh/year,,Gas,,Yes,,,,,,,"Make an offer starting from€ 199,000Make an offer starting from199000 €",€ 469469 €,No,Place Communale 186230- Pont-à-Celles,http://www.delfimmo.be,4960870,,,,,,,,,,Yes,1,,,,,,,,,,,,,Yes,,,,,,,,463m²square meters,,Yes,390m²square meters,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152531,"€205,000",205000€,Belgium,null,Walloon Brabant,Nivelles,Tubize,1480,Rue de Bruxelles 60,null,null,null,null,50.68,4.2,After signing the deed,,,1980,,,Good,3,1,,183m²square meters,26m²square meters,Installed,14m²square meters,4,11m²square meters,11m²square meters,1,2,,No,,,,,,,339kWh/m²kilowatt hour per square meters,D,20220826013401,1000 kg CO₂/m²,53557 kWh/year,No,Gas,,Yes,,,,,,,"€ 205,000205000 €",€ 726726 €,No,Rue de Bruxelles 601480- Tubize,http://www.immo-star.be,3036 - V2231,,1,8m²square meters,,,,,,,,,,,11m²square meters,,,,,,,,,Yes,,,,,,,,,244m²square meters,,Yes,,East,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152411,Make,225000€,Belgium,null,Walloon Brabant,Nivelles,Genappe,1470,Chauss\\u00e9e de Bruxelles 23 (sur N5),null,null,null,null,50.62,4.44,After signing the deed,,,1996,,,Just renovated,2,,,116m²square meters,52m²square meters,Installed,,3,21m²square meters,14m²square meters,1,1,,No,20m²square meters,,,,,,348kWh/m²kilowatt hour per square meters,E,20210819017808,72 kg CO₂/m²,49051 kWh/year,No,Gas,,Yes,,,,,,,"Make an offer starting from€ 225,000Make an offer starting from225000 €",€ 508508 €,Yes,Chaussée de Bruxelles 23 (sur N5)1470- Genappe,http://maisonblanche.century21.be/fr/voir-nos-avis-clients/,4227 - 650597,,2,,,,,,,Link to the virtual visit,,,,,12m²square meters,,,,,,,,,,,,,,,,,,230m²square meters,7 mmeters,,150m²square meters,South,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9810913,"€250,000","€269,000",Belgium,null,Hainaut,Ath,Ath,7800,Rue de l'Esplanade 11,null,null,null,null,50.63,3.78,,,,,,,Good,3,,Urban,165m²square meters,30m²square meters,Installed,,3,,,1,3,Yes,No,,,,,,,595kWh/m²kilowatt hour per square meters,G,20220311001422,Not specified,138086 kWh/year,No,Fuel oil,,Yes,,,,,,,"€ 250,000250000 €",€ 676676 €,No,Rue de l'Esplanade 117800- Ath,,11327 - 11698,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,1035m²square meters,,Yes,,East,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153825,"€299,000",299000€,Belgium,null,Hainaut,Tournai,Tournai,7500,Boulevard  Lalaing 1,null,null,null,null,50.6,3.38,After signing the deed,,,,,,,4,3,,180m²square meters,,Installed,,3,,,1,3,,No,,,,,,,251kWh/m²kilowatt hour per square meters,C,20150729006259,52 kg CO₂/m²,44831 kWh/year,No,Gas,,Yes,,,,,,,"€ 299,000299000 €",€ 819819 €,No,BoulevardLalaing 17500- Tournai,http://www.immo123.info,2494 - 1302,,1,,,,,,,,,1,,,,,,,,,,,,Yes,,,,,,251,,,1045m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151873,"€315,000",315000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Thier D'oupeye,,,,,,,LIEGE ET ALENTOURS,,1945,Good,,,5 m,1,,270m²square meters,24m²square meters,Semi equipped,6m²square meters,3,16m²square meters,16m²square meters,3,1,Yes,Connected,,No,No,Yes,No,,387kWh/m²kilowatt hour per square meters,E,20220621033151,76 kg CO₂/m²,25958 kWh/year,Gas,,Yes,,160m²square meters,,,,,,,Yes,,"Thier D'oupeye,264680- Oupeye",http://www.vanesse.be,4967280,,2,Urban,,,,latitude,,,,,3,,,,,,,,,,,"€ 315,000315000 €",,,,,,,,,,,,29m²square meters,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,Depending on the tenant,,,,,,,,,,,,,,,,,,,,,,,,,
10154153,"€325,000",325000€,Belgium,null,East Flanders,Dendermonde,Dendermonde,9200,Zuidlaan 2,null,null,null,null,51.03,4.1,After signing the deed,,,1956,,,Good,2,,,168m²square meters,,USA installed,,3,,,1,1,Yes,No,,,,,,,216kWh/m²kilowatt hour per square meters,C,20201009-0002325765-RES-1,Not specified,Not specified,No,Gas,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 325,000325000 €",€ 466466 €,No,Zuidlaan 29200- Dendermonde,http://www.immotwins.be,15833 - 114121398,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153173,"€435,000",435000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Wemmel,1780,Meyskensstraat 222,null,null,null,null,50.9,4.31,After signing the deed,,,1957,,,To be done up,2,,,288m²square meters,37m²square meters,Semi equipped,11m²square meters,4,26m²square meters,20m²square meters,1,2,,No,15m²square meters,,,Yes,,,601kWh/m²kilowatt hour per square meters,F,Certificaat-20220929-0002685403-RES-1,Not specified,Not specified,No,Gas,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 435,000435000 €","€ 1,0881088 €",No,Meyskensstraat 2221780- Wemmel,http://www.structura.be,1783634 - 2022/346/T,,1,3m²square meters,,,,,,,Yes,,,,20m²square meters,,,Yes,,,,,,,,10m²square meters,,Yes,,,,,271m²square meters,7.09 mmeters,Yes,137m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151902,"€625,000",625000€,Belgium,null,Walloon Brabant,Nivelles,Wavre,1301,Avenue Z\\u00e9nobe Gramme 30 1er \\u00e9tage,null,null,null,null,50.73,4.58,After signing the deed,,,2007,,,Good,4,3,,200m²square meters,49m²square meters,Installed,14m²square meters,5,15m²square meters,14m²square meters,2,3,,No,50m²square meters,,,,,,202kWh/m²kilowatt hour per square meters,C,20220907009847,37 kg CO₂/m²,48165 kWh/year,No,Gas,,Yes,,,,,,,"€ 625,000625000 €","€ 1,9181918 €",No,Avenue Zénobe Gramme 30 1er étage1301- Wavre,,777 - 3391366,,1,,,,,,,Link to the virtual visit,,,,,13m²square meters,,,,,,,,,,,10m²square meters,10m²square meters,Yes,Yes,,,,1262m²square meters,22.36 mmeters,,,South,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151690,Make,990000€,Belgium,null,Walloon Brabant,Nivelles,Grez-Doiceau,1390,Clos des Ch\\u00eaneaux 18A,null,null,null,null,50.73,4.68,After signing the deed,,,1996,,,As new,4,6,,310m²square meters,52m²square meters,USA hyper equipped,26m²square meters,5,23m²square meters,25m²square meters,3,3,Yes,No,,No,Yes,,,No,199kWh/m²kilowatt hour per square meters,C,20220524001849,Not specified,Not specified,,Fuel oil,,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 990,000Make an offer starting from990000 €","€ 4,4374437 €",No,Clos des Chêneaux 18A1390- Grez-Doiceau,http://www.propriete-privee.be,4966670,,2,,,,,,,,,3,,,19m²square meters,,,,,,,,,Yes,Yes,15m²square meters,21m²square meters,Yes,Yes,,,,3169m²square meters,,No,,,,,,Connected,,,,,,,,,,,,,,,21m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,26m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153794,"€1,280,000",1280000€,Belgium,null,Brussels,Brussels,Woluwe-St-Pierre,1150,Avenue Orban 240,null,null,null,null,50.84,4.46,After signing the deed,June 16 2023 - 12:00 AM,,1957,,,As new,4,2,,440m²square meters,64m²square meters,USA installed,,7,18m²square meters,16m²square meters,4,6,Yes,No,60m²square meters,,,,,,218kWh/m²kilowatt hour per square meters,C,2616457,Not specified,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 1,280,0001280000 €","€ 4,2274227 €",No,Avenue Orban 2401150- Woluwe-St-Pierre,,4963525,,2,,,,,,,,,3,,,14m²square meters,,,,,,,,440m²square meters,,,14m²square meters,13m²square meters,Yes,,,,,956m²square meters,,,800m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151659,"€1,490,000",1490000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Kraainem,1950,Avenue Baron Albert d'Huart 130,null,null,null,null,50.84,4.47,To be defined,,,1969,,,As new,3,1,,270m²square meters,45m²square meters,USA hyper equipped,15m²square meters,4,25m²square meters,15m²square meters,2,3,Yes,No,30m²square meters,No,No,,,No,207kWh/m²kilowatt hour per square meters,D,Not specified,41 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 1,490,0001490000 €","€ 4,7974797 €",No,Avenue Baron Albert d'Huart 1301950- Kraainem,http://www.latouretpetit.be,4958028,,1,,,,,,,Link to the virtual visit,Yes,1,,,14m²square meters,,,,,,,,,,,12m²square meters,,,Yes,,,,486m²square meters,,No,250m²square meters,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158695,Make,135000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue Charles Magnette 24\\/40,null,null,null,null,50.64,5.57,After signing the deed,,,,,,To be done up,,,,142m²square meters,25m²square meters,Not installed,12m²square meters,3,12m²square meters,12m²square meters,1,1,Yes,No,,,,,,,476kWh/m²kilowatt hour per square meters,F,20221006017815,Not specified,60425 kWh/year,No,Gas,,Yes,,,,,,,"Make an offer starting from€ 135,000Make an offer starting from135000 €",€ 456456 €,No,Rue Charles Magnette 24/404000- Liège,http://www.treviliege.be,16116 - 111114736,,,,,,,,,,Yes,,,,12m²square meters,,,,,,,,,,,12m²square meters,,,,,,,105m²square meters,,,,South,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060673,"€235,000","€249,000",Belgium,null,Luxembourg,Arlon,Halanzy,6792,rue de la Fraternit\\u00e9 8,null,null,null,null,49.56,5.74,After signing the deed,,,1900,,,,,,,95m²square meters,27m²square meters,,,3,,,,1,Yes,No,,,,,,,482kWh/m²kilowatt hour per square meters,F,20180320009439,Not specified,59853 kWh/year,No,Fuel oil,,Yes,,,,,,,"€ 235,000235000 €",€ 580580 €,No,rue de la Fraternité 86792- Halanzy,http://www.alisonimmo.be,389 - 1549,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,223m²square meters,,,,East,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158487,"€995,000",995000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,After signing the deed,August 27 2022 - 12:00 AM,,1954,,,To renovate,2,2,,280m²square meters,31m²square meters,Hyper equipped,20m²square meters,6,18m²square meters,18m²square meters,2,3,Yes,No,30m²square meters,No,No,Yes,,No,439kWh/m²kilowatt hour per square meters,G,20220602-0000613980-01-5,85 kg CO₂/m²,Not specified,No,,,Yes,,,,,Non flood zone,,"€ 995,000995000 €","€ 1,3021302 €",No,Chaussée de Waterloo 13821180- Uccle,http://www.victoire.be/,4970272,76 m,1,,,,,,,Link to the virtual visit,Yes,2,Yes,,17m²square meters,,,,,,,,350m²square meters,,,16m²square meters,,,,,,,322m²square meters,,Yes,165m²square meters,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134918,"€336,000",336000€,Belgium,null,West Flanders,Brugge,Blankenberge,8370,Franchommelaan 82-86,null,null,null,null,51.31,3.12,After signing the deed,,,1972,,,To renovate,2,1,Landscape,206m²square meters,,Installed,,3,,,1,2,,No,,,,,,,428kWh/m²kilowatt hour per square meters,E,02672585,Not specified,Not specified,No,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 336,000336000 €","€ 1,0261026 €",No,Franchommelaan 82-868370- Blankenberge,http://www.immomarina.com,14206 - BH290,9 m,1,,,,,,,,,,,,,,RUBENSLAAN 5,,,,,,,,,,,,,,,,262m²square meters,,,,South West,"Yes, conform",,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135487,"€625,000",625000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Linkebeek,1630,Hollebeekstraat 163A,null,null,null,null,50.77,4.35,After signing the deed,,,1975,,,,4,20,Countryside,230m²square meters,42m²square meters,USA installed,12m²square meters,4,15m²square meters,15m²square meters,2,2,,No,40m²square meters,,Yes,,,,476kWh/m²kilowatt hour per square meters,E,Not specified,476 kg CO₂/m²,Not specified,No,,,Yes,Yes,No,Yes,,Non flood zone,Farming area,"€ 625,000625000 €","€ 2,1392139 €",No,Hollebeekstraat 163A1630- Linkebeek,http://www.clavisimmo.be,15015 - Rollebeek 17,17 m,2,1m²square meter,,,,,,,Yes,,,,14m²square meters,,,,,,,,,,,14m²square meters,,Yes,,,,,5400m²square meters,24.5 mmeters,Yes,1900m²square meters,East,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162929,"€499,000",499000€,Belgium,null,Brussels,Brussels,Anderlecht,1070,Bd F\\u00e9lix Paulsen 24-26,null,null,null,null,50.84,4.3,,,,1960,,,,2,,,200m²square meters,15m²square meters,Installed,,4,,,1,3,Yes,No,20m²square meters,,,,,,537kWh/m²kilowatt hour per square meters,G,20220902-0000619965-01-4,107 kg CO₂/m²,Not specified,No,Gas,No,Yes,,,,,,,"€ 499,000499000 €","€ 2,2182218 €",Yes,Bd Félix Paulsen 24-261070- Anderlecht,http://www.century21.be/abitat,653,,,,,,,,,,Yes,1,Yes,Dimitri Witpas,,,,Yes,,,,,,,,,,,,,No,No,,,,136m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162926,"€1,280,000",1280000€,Belgium,null,Antwerp,Antwerp,Antwerpen,2000,Orteliuskaai,,,,,,,,,,,As new,,200m²square meters,,,,3,,,,18m²square meters,15m²square meters,15m²square meters,3,Yes,No,No,,No,,,,,C,20220619-0002625325-RES-1,Not specified,Not specified,No,295,No,,Yes,No,No,No,Non flood zone,"€ 1,280,0001280000 €",,"€ 1,9261926 €",No,"Orteliuskaai, 82000- Antwerpen",http://www.reds.be,,,,,,,,latitude,,,,,,,,2,,,,,Yes,,,,,,,,,295kWh/m²kilowatt hour per square meters,Gas,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9403497,"€214,900",399900€,Belgium,null,Antwerp,Antwerp,Antwerpen ,2018,Mechelsesteenweg 176,null,null,null,null,51.2,4.41,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,,,Non flood zone,,,,No,Mechelsesteenweg 1762018- Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162924,"€468,000",468000€,Belgium,null,Antwerp,Mechelen,Puurs,2870,Dorpshart 10,null,null,null,null,51.08,4.28,,,,2022,,,,3,,,160m²square meters,28m²square meters,Installed,,3,17m²square meters,13m²square meters,1,2,,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,Yes,,,,,,,"€ 468,000468000 €",,No,Dorpshart 102870- Puurs,http://www.trevi-axus.be,9597 - 201013543,7 m,,,,,,,,,,,,,8m²square meters,,,,,,,,,,,,,,,14,,,294m²square meters,,,,South West,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162923,"€609,000",609000€,Belgium,null,Antwerp,Antwerp,Antwerpen,2000,Orteliuskaai,,,,,,,,1,,,As new,,127m²square meters,,,,3,,,,3,,,2,No,,8m²square meters,South West,No,,,,,Not specified,Not specified,Not specified,Not specified,No,Gas,No,,Yes,No,No,No,Non flood zone,"€ 609,000609000 €",,No,,"Orteliuskaai, 82000- Antwerpen",http://www.reds.be,,,,,,,,latitude,,,,,,,,,,,,No,Yes,,,,,,,,,Not specified,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,November 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
